agid,name,rank,station,unit,district,subDivision,landline,mobile,email,searchBlob
KSP3263,PSI-2 Malpe,PSI-2,Malpe PS,L&O,Dakshina Kannada,,0824-2537999,8277988948,malpeudp@ksp.gov.in,psi-2 malpe psi-2 malpe ps l&o dakshina kannada 0824-2537999 8277988948 malpeudp@ksp.gov.in
KSP3264,PSI-1 UDUTRAFFIC,PSI-1,UDUTRAFFIC PS,Traffic,Udupi,,0820-2521332,9480805446,udupitrafficudp@ksp.gov.in,psi-1 udutraffic psi-1 udutraffic ps traffic udupi 0820-2521332 9480805446 udupitrafficudp@ksp.gov.in
KSP3265,PSI-2 UDUTRAFFIC,PSI-2,UDUTRAFFIC PS,Traffic,Udupi,,0820-2521332,9480805474,udupitrafficudp@ksp.gov.in,psi-2 udutraffic psi-2 udutraffic ps traffic udupi 0820-2521332 9480805474 udupitrafficudp@ksp.gov.in
KSP3266,PI UDU(T),PI,UDU(T) PS,L&O,Udupi,,0820-2520444,9480805408,udupitownudp@ksp.gov.in,pi udu(t) pi udu(t) ps l&o udupi 0820-2520444 9480805408 udupitownudp@ksp.gov.in
KSP3267,PSI-1 UDU(T),PSI-1,UDU(T) PS,L&O,Udupi,,0820-2520444,9480805445,udupitownudp@ksp.gov.in,psi-1 udu(t) psi-1 udu(t) ps l&o udupi 0820-2520444 9480805445 udupitownudp@ksp.gov.in
KSP3268,PSI-2 UDU(T),PSI-2,UDU(T) PS,L&O,Udupi,,0820-2520444,8277988944,udupitownudp@ksp.gov.in,psi-2 udu(t) psi-2 udu(t) ps l&o udupi 0820-2520444 8277988944 udupitownudp@ksp.gov.in
KSP3269,PSI-3 UDU(T),PSI-3,UDU(T) PS,L&O,Udupi,,0820-2520444,9480805465,udupitownudp@ksp.gov.in,psi-3 udu(t) psi-3 udu(t) ps l&o udupi 0820-2520444 9480805465 udupitownudp@ksp.gov.in
KSP3270,PI MANIPAL,PI,MANIPAL PS,L&O,Udupi,,0820-2570328,9480805448,manipaludp@ksp.gov.in,pi manipal pi manipal ps l&o udupi 0820-2570328 9480805448 manipaludp@ksp.gov.in
KSP3271,PSI-1 MANIPAL,PSI-1,MANIPAL PS,L&O,Udupi,,0820-2570328,9480805475,manipaludp@ksp.gov.in,psi-1 manipal psi-1 manipal ps l&o udupi 0820-2570328 9480805475 manipaludp@ksp.gov.in
KSP3272,PSI-2 Manipal,PSI-2,Manipal PS,L&O,Dakshina Kannada,,0824-2570328,8277988945,manipaludp@ksp.gov.in,psi-2 manipal psi-2 manipal ps l&o dakshina kannada 0824-2570328 8277988945 manipaludp@ksp.gov.in
KSP3273,CPI Brahmavara Circle,CPI,Brahmavara Circle,L&O,Udupi,,0820-2561966,9480805432,cpibrahmavarudp@ksp.gov.in,cpi brahmavara circle cpi brahmavara circle l&o udupi 0820-2561966 9480805432 cpibrahmavarudp@ksp.gov.in
KSP3274,PSI-1 BRAHMAVARA,PSI-1,BRAHMAVARA PS,L&O,Udupi,,0820-2561044,9480805453,brahmavarudp@ksp.gov.in,psi-1 brahmavara psi-1 brahmavara ps l&o udupi 0820-2561044 9480805453 brahmavarudp@ksp.gov.in
KSP3275,PSI-2 Brahmavar,PSI-2,Brahmavar PS,L&O,Dakshina Kannada,,0824-2561044,8277988951,brahmavarudp@ksp.gov.in,psi-2 brahmavar psi-2 brahmavar ps l&o dakshina kannada 0824-2561044 8277988951 brahmavarudp@ksp.gov.in
KSP3276,PSI-1 KOTA,PSI-1,KOTA PS,L&O,Udupi,,0820-2564155,9480805454,kotaudp@ksp.gov.in,psi-1 kota psi-1 kota ps l&o udupi 0820-2564155 9480805454 kotaudp@ksp.gov.in
KSP3277,PSI-2 Kota,PSI-2,Kota PS,L&O,Dakshina Kannada,,0824-2564155,8277988953,kotaudp@ksp.gov.in,psi-2 kota psi-2 kota ps l&o dakshina kannada 0824-2564155 8277988953 kotaudp@ksp.gov.in
KSP3278,PSI-1 HIRIYADKKA,PSI-1,HIRIYADKKA PS,L&O,Udupi,,0820-2542248,9480805452,hiriyadkaudp@ksp.gov.in,psi-1 hiriyadkka psi-1 hiriyadkka ps l&o udupi 0820-2542248 9480805452 hiriyadkaudp@ksp.gov.in
KSP3279,PSI-2 Hiriyadkka,PSI-2,Hiriyadkka PS,L&O,Dakshina Kannada,,0824-2542248,8277988956,hiriyadkaudp@ksp.gov.in,psi-2 hiriyadkka psi-2 hiriyadkka ps l&o dakshina kannada 0824-2542248 8277988956 hiriyadkaudp@ksp.gov.in
KSP3280,DySP Kundapura,DySP,Kundapura,L&O,Udupi,,,9480805422,sdpokndudp@ksp.gov.in,dysp kundapura dysp kundapura l&o udupi 9480805422 sdpokndudp@ksp.gov.in
KSP3281,PI KUNDAPUR TOWN,PI,KUNDAPUR TOWN PS,L&O,Udupi,,,9480805455,kundapuraudp@ksp.gov.in,pi kundapur town pi kundapur town ps l&o udupi 9480805455 kundapuraudp@ksp.gov.in
KSP3282,PSI KUNDAPUR TOWN,PSI,KUNDAPUR TOWN PS,L&O,Udupi,,,8277988957,kundapuraudp@ksp.gov.in,psi kundapur town psi kundapur town ps l&o udupi 8277988957 kundapuraudp@ksp.gov.in
KSP3283,PSI KUNDAPUR TOWN,PSI,KUNDAPUR TOWN PS,L&O,Udupi,,,8277988959,kundapuraudp@ksp.gov.in,psi kundapur town psi kundapur town ps l&o udupi 8277988959 kundapuraudp@ksp.gov.in
KSP3284,PSI-01 KUNDAPUR TRAFFIC,PSI-01,KUNDAPUR TRAFFIC PS,Traffic,Udupi,,,9480805469,kundapurtrfudp@ksp.gov.in,psi-01 kundapur traffic psi-01 kundapur traffic ps traffic udupi 9480805469 kundapurtrfudp@ksp.gov.in
KSP3285,PSI-02 Kundapur Traffic,PSI-02,Kundapur Traffic PS,L&O,Dakshina Kannada,,,8277988961,kundapurtrfudp@ksp.gov.in,psi-02 kundapur traffic psi-02 kundapur traffic ps l&o dakshina kannada 8277988961 kundapurtrfudp@ksp.gov.in
KSP3286,CPI Kundapur Circle,CPI,Kundapur Circle,L&O,Udupi,,,9480805433,cpikundapuraudp@ksp.gov.in,cpi kundapur circle cpi kundapur circle l&o udupi 9480805433 cpikundapuraudp@ksp.gov.in
KSP3287,PSI-1 KUNDAPURA RURAL,PSI-1,KUNDAPURA RURAL PS,L&O,Udupi,,,9480805468,kundapuraruraludp@ksp.gov.in,psi-1 kundapura rural psi-1 kundapura rural ps l&o udupi 9480805468 kundapuraruraludp@ksp.gov.in
KSP3288,PSI-2 Kundapura Rural,PSI-2,Kundapura Rural PS,L&O,Dakshina Kannada,,,8277988962,kundapuraruraludp@ksp.gov.in,psi-2 kundapura rural psi-2 kundapura rural ps l&o dakshina kannada 8277988962 kundapuraruraludp@ksp.gov.in
KSP3289,PSI-1 SHANKAR NARAYANA,PSI-1,SHANKAR NARAYANA PS,L&O,Udupi,,,08259-280299,shankaranarayanaudp@ksp.gov.in,psi-1 shankar narayana psi-1 shankar narayana ps l&o udupi 08259-280299 shankaranarayanaudp@ksp.gov.in
KSP3290,PSI-2 SHANKAR NARAYANA,PSI-2,SHANKAR NARAYANA PS,L&O,Udupi,,,08259-280299,shankaranarayanaudp@ksp.gov.in,psi-2 shankar narayana psi-2 shankar narayana ps l&o udupi 08259-280299 shankaranarayanaudp@ksp.gov.in
KSP3291,PSI-1 AMASEBYLU,PSI-1,AMASEBYLU PS,L&O,Udupi,,,08259-286499,amasebailudp@ksp.gov.in,psi-1 amasebylu psi-1 amasebylu ps l&o udupi 08259-286499 amasebailudp@ksp.gov.in
KSP3292,PSI-2 AMASEBYLU,PSI-2,AMASEBYLU PS,L&O,Udupi,,,08259-286499,amasebailudp@ksp.gov.in,psi-2 amasebylu psi-2 amasebylu ps l&o udupi 08259-286499 amasebailudp@ksp.gov.in
KSP3293,CPI Byndoor Circle,CPI,Byndoor Circle,L&O,Udupi,,,9480805434,cpibyndoorudp@ksp.gov.in,cpi byndoor circle cpi byndoor circle l&o udupi 9480805434 cpibyndoorudp@ksp.gov.in
KSP3294,PSI-1 BYNDOOR,PSI-1,BYNDOOR PS,L&O,Udupi,,,9480805459,byndoorudp@ksp.gov.in,psi-1 byndoor psi-1 byndoor ps l&o udupi 9480805459 byndoorudp@ksp.gov.in
KSP3295,PSI-2 Byndoor,PSI-2,Byndoor PS,L&O,Dakshina Kannada,,,8277989589,byndoorudp@ksp.gov.in,psi-2 byndoor psi-2 byndoor ps l&o dakshina kannada 8277989589 byndoorudp@ksp.gov.in
KSP3296,PSI-1 GANGOLLI,PSI-1,GANGOLLI PS,L&O,Udupi,,,9480805457,gangolloudp@ksp.gov.in,psi-1 gangolli psi-1 gangolli ps l&o udupi 9480805457 gangolloudp@ksp.gov.in
KSP3297,PSI-2 Gangolli,PSI-2,Gangolli PS,L&O,Dakshina Kannada,,,8277988964,gangolloudp@ksp.gov.in,psi-2 gangolli psi-2 gangolli ps l&o dakshina kannada 8277988964 gangolloudp@ksp.gov.in
KSP3298,PSI-1 KOLLUR,PSI-1,KOLLUR PS,L&O,Udupi,,,9480805460,kollurudp@ksp.gov.in,psi-1 kollur psi-1 kollur ps l&o udupi 9480805460 kollurudp@ksp.gov.in
KSP3299,PSI-2 Kollur,PSI-2,Kollur PS,L&O,Dakshina Kannada,,,8277988965,kollurudp@ksp.gov.in,psi-2 kollur psi-2 kollur ps l&o dakshina kannada 8277988965 kollurudp@ksp.gov.in
KSP3300,DySP Karkala,DySP,Karkala,L&O,Udupi,,,9480805421,sdpokarkaludp@ksp.gov.in,dysp karkala dysp karkala l&o udupi 9480805421 sdpokarkaludp@ksp.gov.in
KSP3301,CPI Karkala Circle,CPI,Karkala Circle,L&O,Udupi,,,9480805435,cpikarkaludp@ksp.gov.in,cpi karkala circle cpi karkala circle l&o udupi 9480805435 cpikarkaludp@ksp.gov.in
KSP3302,PSI-1 KARKALA (R),PSI-1,KARKALA (R) PS,L&O,Udupi,,,9480805462,karkalruraludp@ksp.gov.in,psi-1 karkala (r) psi-1 karkala (r) ps l&o udupi 9480805462 karkalruraludp@ksp.gov.in
KSP3303,PSI-2 Karkal (R),PSI-2,Karkal (R) PS,L&O,Dakshina Kannada,,,8277988969,karkalruraludp@ksp.gov.in,psi-2 karkal (r) psi-2 karkal (r) ps l&o dakshina kannada 8277988969 karkalruraludp@ksp.gov.in
KSP3304,PSI-1 HEBRI,PSI-1,HEBRI PS,L&O,Udupi,,,08253-251116,hebriudp@ksp.gov.in,psi-1 hebri psi-1 hebri ps l&o udupi 08253-251116 hebriudp@ksp.gov.in
KSP3305,PSI-2 HEBRI,PSI-2,HEBRI PS,L&O,Udupi,,,08253-251116,hebriudp@ksp.gov.in,psi-2 hebri psi-2 hebri ps l&o udupi 08253-251116 hebriudp@ksp.gov.in
KSP3306,PSI-1 AJEKAR,PSI-1,AJEKAR PS,L&O,Udupi,,,08253-271100,ajekarudp@ksp.gov.in,psi-1 ajekar psi-1 ajekar ps l&o udupi 08253-271100 ajekarudp@ksp.gov.in
KSP3307,PSI-2 AJEKAR,PSI-2,AJEKAR PS,L&O,Udupi,,,08253-271100,ajekarudp@ksp.gov.in,psi-2 ajekar psi-2 ajekar ps l&o udupi 08253-271100 ajekarudp@ksp.gov.in
KSP3308,PI KARKALA (T),PI,KARKALA (T) PS,L&O,Udupi,,,9480805461,karkaltownudp@ksp.gov.in,pi karkala (t) pi karkala (t) ps l&o udupi 9480805461 karkaltownudp@ksp.gov.in
KSP3309,PSI-1 Karkal (T),PSI-1,Karkal (T) PS,L&O,Dakshina Kannada,,,,karkaltownudp@ksp.gov.in,psi-1 karkal (t) psi-1 karkal (t) ps l&o dakshina kannada karkaltownudp@ksp.gov.in
KSP3310,CPI Kaup Circle,CPI,Kaup Circle,L&O,Udupi,,0820-2552133,9480805431,cpikaupudp@ksp.gov.in,cpi kaup circle cpi kaup circle l&o udupi 0820-2552133 9480805431 cpikaupudp@ksp.gov.in
KSP3311,PSI-1 KAUP,PSI-1,KAUP PS,L&O,Udupi,,0820-2551033,9480805449,kaupudp@ksp.gov.in,psi-1 kaup psi-1 kaup ps l&o udupi 0820-2551033 9480805449 kaupudp@ksp.gov.in
KSP3312,PSI-2 KAUP,PSI-2,KAUP PS,L&O,Udupi,,0820-2551033,9480805466,,psi-2 kaup psi-2 kaup ps l&o udupi 0820-2551033 9480805466
KSP3313,PSI-1 PADUBIDRI,PSI-1,PADUBIDRI PS,L&O,Udupi,,0820-2555452,9480805450,padubidriudp@ksp.gov.in,psi-1 padubidri psi-1 padubidri ps l&o udupi 0820-2555452 9480805450 padubidriudp@ksp.gov.in
KSP3314,PSI-2 Padubidri,PSI-2,Padubidri PS,L&O,Dakshina Kannada,,0824-2555452,8277989569,padubidriudp@ksp.gov.in,psi-2 padubidri psi-2 padubidri ps l&o dakshina kannada 0824-2555452 8277989569 padubidriudp@ksp.gov.in
KSP3315,PSI-1 SHIRVA,PSI-1,SHIRVA PS,L&O,Udupi,,0820-2554139,9480805451,shirvaudp@ksp.gov.in,psi-1 shirva psi-1 shirva ps l&o udupi 0820-2554139 9480805451 shirvaudp@ksp.gov.in
KSP3316,PSI-2 Shirva,PSI-2,Shirva PS,L&O,Dakshina Kannada,,0824-2554139,8277989570,shirvaudp@ksp.gov.in,psi-2 shirva psi-2 shirva ps l&o dakshina kannada 0824-2554139 8277989570 shirvaudp@ksp.gov.in
KSP3317,AAO DPO Udupi,AAO,DPO Udupi,DPO,Udupi,,,0820-2526373,,aao dpo udupi aao dpo udupi dpo udupi 0820-2526373
KSP3318,DySP KLA,DySP,KLA,KLA,Raichur,,,9364062581,kla-dsp-udp@karnataka.gov.in,dysp kla dysp kla raichur 9364062581 kla-dsp-udp@karnataka.gov.in
KSP3319,DySP RPI DAR,DySP,RPI DAR,DAR,Udupi,,,0820-2523444,darudp@ksp.gov.in,dysp rpi dar dysp rpi dar dar udupi 0820-2523444 darudp@ksp.gov.in
KSP3320,RPI DAR,RPI,DAR,DAR,Udupi,,,0820-2523444,darvjn@ksp.gov.in,rpi dar rpi dar udupi 0820-2523444 darvjn@ksp.gov.in
KSP3321,PI KLA,PI,KLA,KLA,Bagalkote,,,9364062695,kla-piudp-ka@nic.in,pi kla pi kla bagalkote 9364062695 kla-piudp-ka@nic.in
KSP3322,PI KLA,PI,KLA,KLA,Bagalkote,,,9364062696,kla-piudp-ka@nic.in,pi kla pi kla bagalkote 9364062696 kla-piudp-ka@nic.in
KSP3323,PI DSB,PI,DSB,DSB,Dharwad,,,9480805407,dsbrrcr@ksp.gov.in,pi dsb pi dsb dharwad 9480805407 dsbrrcr@ksp.gov.in
KSP3324,PSI DCRB,PSI,DCRB,DCRB,Udupi,,,8277989133,dcrb1gba@ksp.gov.in,psi dcrb psi dcrb udupi 8277989133 dcrb1gba@ksp.gov.in
KSP3325,PI INT,PI,INT,HQ,Udupi,,,9449878629,piintblr@ksp.gov.in,pi int pi int hq udupi 9449878629 piintblr@ksp.gov.in
KSP3326,PI ISD,PI,ISD,ISD,Udupi,,,9480800697,piisdrcr@ksp.gov.in,pi isd pi isd udupi 9480800697 piisdrcr@ksp.gov.in
KSP3327,PI Excise,PI,Excise,Excise,Udupi,,0820-2532732,,dcudp-ex-ka@nic.in,pi excise pi excise udupi 0820-2532732 dcudp-ex-ka@nic.in
KSP3328,Cmdt. Home Guard,,Cmdt. Home Guard,Home Guard,Hubballi-Dharwad City,,0836-2533650,,cmdthg@gmail.com,cmdt. home guard home guard hubballi-dharwad city 0836-2533650 cmdthg@gmail.com
KSP3329,SP Chikkamagaluru,SP,Chikkamagaluru,L&O,Chikkamagaluru,,,08262-230403,spckm@ksp.gov.in,sp chikkamagaluru sp chikkamagaluru l&o 08262-230403 spckm@ksp.gov.in
KSP3330,Addl. SP Chikkamagaluru,Addl. SP,Chikkamagaluru,L&O,Chikkamagaluru,,,08262-234099,addlspckm@ksp.gov.in,addl. sp chikkamagaluru addl. sp chikkamagaluru l&o 08262-234099 addlspckm@ksp.gov.in
KSP3331,Addl. SP Chikkamagaluru,Addl. SP,Chikkamagaluru,L&O,Chikkamagaluru,,,9480805109,,addl. sp chikkamagaluru addl. sp chikkamagaluru l&o 9480805109
KSP3332,Dist. C/Room,,Dist. C/Room,C/Room,Dakshina Kannada,,,9480805100,dcckm@ksp.gov.in,dist. c/room c/room dakshina kannada 9480805100 dcckm@ksp.gov.in
KSP3333,PI Wireless,PI,Wireless,Wireless,Chikkamagaluru,,,9480800943,dcbkpl@ksp.gov.in,pi wireless pi wireless chikkamagaluru 9480800943 dcbkpl@ksp.gov.in
KSP3334,PI WOMEN,PI,WOMEN PS,L&O,Chikkamagaluru,,,8277990200,womenpsrcr@ksp.gov.in,pi women pi women ps l&o chikkamagaluru 8277990200 womenpsrcr@ksp.gov.in
KSP3335,PI CEN,PI,CEN PS,CEN,Chikkamagaluru,,,9480805108,cenpsrcr@ksp.gov.in,pi cen pi cen ps cen chikkamagaluru 9480805108 cenpsrcr@ksp.gov.in
KSP3336,DySP Chikkamagaluru,DySP,Chikkamagaluru,L&O,Chikkamagaluru,,,9480805120,sdpockm@ksp.gov.in,dysp chikkamagaluru dysp chikkamagaluru l&o 9480805120 sdpockm@ksp.gov.in
KSP3337,CPI Basavanahalli Circle,CPI,Basavanahalli Circle,L&O,Chikkamagaluru,,,9480805130,cpibasavanahallickm@ksp.gov.in,cpi basavanahalli circle cpi basavanahalli circle l&o chikkamagaluru 9480805130 cpibasavanahallickm@ksp.gov.in
KSP3338,PSI-1 BASAVANAHALLI,PSI-1,BASAVANAHALLI PS,L&O,Chikkamagaluru,,,9480805148,basavanahallickm@ksp.gov.in,psi-1 basavanahalli psi-1 basavanahalli ps l&o chikkamagaluru 9480805148 basavanahallickm@ksp.gov.in
KSP3339,PSI-2 Basavanahalli,PSI-2,Basavanahalli PS,L&O,Dakshina Kannada,,,8277990243,,psi-2 basavanahalli psi-2 basavanahalli ps l&o dakshina kannada 8277990243
KSP3340,PSI-1 CHIKKAMAGALURU TRAFFIC,PSI-1,CHIKKAMAGALURU TRAFFIC PS,Traffic,Chikkamagaluru,,,9480805146,trafficckm@ksp.gov.in,psi-1 chikkamagaluru traffic psi-1 chikkamagaluru traffic ps traffic chikkamagaluru 9480805146 trafficckm@ksp.gov.in
KSP3341,PSI-2 Chikkamagalur Traffic,PSI-2,Chikkamagalur Traffic PS,L&O,Dakshina Kannada,,,,,psi-2 chikkamagalur traffic psi-2 chikkamagalur traffic ps l&o dakshina kannada
KSP3342,PI CHIKKAMAGALURU TOWN,PI,CHIKKAMAGALURU TOWN PS,L&O,Chikkamagaluru,,,9480805145,townckm@ksp.gov.in,pi chikkamagaluru town pi chikkamagaluru town ps l&o chikkamagaluru 9480805145 townckm@ksp.gov.in
KSP3343,PSI CHIKKAMAGALURU TOWN,PSI,CHIKKAMAGALURU TOWN PS,L&O,Chikkamagaluru,,,8277990240,,psi chikkamagaluru town psi chikkamagaluru town ps l&o chikkamagaluru 8277990240
KSP3344,CPI Aldur Circle,CPI,Aldur Circle,L&O,Chikkamagaluru,,,9480805131,cpialdurckm@ksp.gov.in,cpi aldur circle cpi aldur circle l&o chikkamagaluru 9480805131 cpialdurckm@ksp.gov.in
KSP3345,PSI ALDUR,PSI,ALDUR PS,L&O,Chikkamagaluru,,,9480805149,aldurckm@ksp.gov.in,psi aldur psi aldur ps l&o chikkamagaluru 9480805149 aldurckm@ksp.gov.in
KSP3346,PSI MALLANDUR,PSI,MALLANDUR PS,L&O,Chikkamagaluru,,,9480805171,mallandurckm@ksp.gov.in,psi mallandur psi mallandur ps l&o chikkamagaluru 9480805171 mallandurckm@ksp.gov.in
KSP3347,PSI MALLANDUR,PSI,MALLANDUR PS,L&O,Chikkamagaluru,,,8277990251,,psi mallandur psi mallandur ps l&o chikkamagaluru 8277990251
KSP3348,PI CHIKKAMAGALURU (R),PI,CHIKKAMAGALURU (R) PS,L&O,Chikkamagaluru,,,9480805147,ruralckm@ksp.gov.in,pi chikkamagaluru (r) pi chikkamagaluru (r) ps l&o chikkamagaluru 9480805147 ruralckm@ksp.gov.in
KSP3349,PSI Chikkamagalur (R),PSI,Chikkamagalur (R) PS,L&O,Dakshina Kannada,,,,,psi chikkamagalur (r) psi chikkamagalur (r) ps l&o dakshina kannada
KSP3350,CPI Mudigere Circle,CPI,Mudigere Circle,L&O,Chikkamagaluru,,,9480805132,cpimudigereckm@ksp.gov.in,cpi mudigere circle cpi mudigere circle l&o chikkamagaluru 9480805132 cpimudigereckm@ksp.gov.in
KSP3351,PSI-1 MUDIGERE,PSI-1,MUDIGERE PS,L&O,Chikkamagaluru,,,9480805150,mudigereckm@ksp.gov.in,psi-1 mudigere psi-1 mudigere ps l&o chikkamagaluru 9480805150 mudigereckm@ksp.gov.in
KSP3352,PSI BANAKAL,PSI,BANAKAL PS,L&O,Chikkamagaluru,,,9480805151,banakalckm@ksp.gov.in,psi banakal psi banakal ps l&o chikkamagaluru 9480805151 banakalckm@ksp.gov.in
KSP3353,PSI GONIBEEDU,PSI,GONIBEEDU PS,L&O,Chikkamagaluru,,,9480805152,gonibeeduckm@ksp.gov.in,psi gonibeedu psi gonibeedu ps l&o chikkamagaluru 9480805152 gonibeeduckm@ksp.gov.in
KSP3354,PSI BALUR,PSI,BALUR PS,L&O,Chikkamagaluru,,,9480805153,balurckm@ksp.gov.in,psi balur psi balur ps l&o chikkamagaluru 9480805153 balurckm@ksp.gov.in
KSP3355,DySP Koppa,DySP,Koppa,L&O,Chikkamagaluru,,,9480805121,sdpokoppackm@ksp.gov.in,dysp koppa dysp koppa l&o chikkamagaluru 9480805121 sdpokoppackm@ksp.gov.in
KSP3356,CPI Koppa Circle,CPI,Koppa Circle,L&O,Chikkamagaluru,,,9480805133,cpikoppackm@ksp.gov.in,cpi koppa circle cpi koppa circle l&o chikkamagaluru 9480805133 cpikoppackm@ksp.gov.in
KSP3357,PSI KOPPA,PSI,KOPPA PS,L&O,Chikkamagaluru,,,9480805154,koppackm@ksp.gov.in,psi koppa psi koppa ps l&o chikkamagaluru 9480805154 koppackm@ksp.gov.in
KSP3358,PSI HARIHARAPURA,PSI,HARIHARAPURA PS,L&O,Chikkamagaluru,,,9480805155,hariharapurackm@ksp.gov.in,psi hariharapura psi hariharapura ps l&o chikkamagaluru 9480805155 hariharapurackm@ksp.gov.in
KSP3359,PSI-1 JAYAPURA,PSI-1,JAYAPURA PS,L&O,Chikkamagaluru,,,9480805172,jayapurackm@ksp.gov.in,psi-1 jayapura psi-1 jayapura ps l&o chikkamagaluru 9480805172 jayapurackm@ksp.gov.in
KSP3360,PI SRINGERI,PI,SRINGERI PS,L&O,Chikkamagaluru,,,9480805156,sringerickm@ksp.gov.in,pi sringeri pi sringeri ps l&o chikkamagaluru 9480805156 sringerickm@ksp.gov.in
KSP3361,PSI SRINGERI,PSI,SRINGERI PS,L&O,Chikkamagaluru,,,8277990259,,psi sringeri psi sringeri ps l&o chikkamagaluru 8277990259
KSP3362,CPI N.R.Pura Circle,CPI,N.R.Pura Circle,L&O,Chikkamagaluru,,,9480805134,cpinrpurackm@ksp.gov.in,cpi n.r.pura circle cpi n.r.pura circle l&o chikkamagaluru 9480805134 cpinrpurackm@ksp.gov.in
KSP3363,PSI N.R PURA,PSI,N.R PURA PS,L&O,Chikkamagaluru,,,9480805157,nrpurackm@ksp.gov.in,psi n.r pura psi n.r pura ps l&o chikkamagaluru 9480805157 nrpurackm@ksp.gov.in
KSP3364,PSI BALEHONNUR,PSI,BALEHONNUR PS,L&O,Chikkamagaluru,,,9480805158,balehonnurckm@ksp.gov.in,psi balehonnur psi balehonnur ps l&o chikkamagaluru 9480805158 balehonnurckm@ksp.gov.in
KSP3365,CPI Kudremukha Circle,CPI,Kudremukha Circle,L&O,Chikkamagaluru,,,9480805135,cpikudremukhackm@ksp.gov.in,cpi kudremukha circle cpi kudremukha circle l&o chikkamagaluru 9480805135 cpikudremukhackm@ksp.gov.in
KSP3366,PSI KUDREMUKHA,PSI,KUDREMUKHA PS,L&O,Chikkamagaluru,,,9480805159,kudremukhackm@ksp.gov.in,psi kudremukha psi kudremukha ps l&o chikkamagaluru 9480805159 kudremukhackm@ksp.gov.in
KSP3367,PSI KALASA,PSI,KALASA PS,L&O,Chikkamagaluru,,,9480805160,kalasackm@ksp.gov.in,psi kalasa psi kalasa ps l&o chikkamagaluru 9480805160 kalasackm@ksp.gov.in
KSP3368,DySP Tarikere,DySP,Tarikere,L&O,Chikkamagaluru,,,9480805122,sdpotarikereckm@ksp.gov.in,dysp tarikere dysp tarikere l&o chikkamagaluru 9480805122 sdpotarikereckm@ksp.gov.in
KSP3369,PI TARIKERE,PI,TARIKERE PS,L&O,Chikkamagaluru,,,9480805161,tarikereckm@ksp.gov.in,pi tarikere pi tarikere ps l&o chikkamagaluru 9480805161 tarikereckm@ksp.gov.in
KSP3370,PSI-1 TARIKERE,PSI-1,TARIKERE PS,L&O,Chikkamagaluru,,,8277990265,,psi-1 tarikere psi-1 tarikere ps l&o chikkamagaluru 8277990265
KSP3371,CPI Tarikere Circle,CPI,Tarikere Circle,L&O,Chikkamagaluru,,,9480805136,cpitarikereckm@ksp.gov.in,cpi tarikere circle cpi tarikere circle l&o chikkamagaluru 9480805136 cpitarikereckm@ksp.gov.in
KSP3372,PSI LAKKAVALLI,PSI,LAKKAVALLI PS,L&O,Chikkamagaluru,,,9480805162,lakkavallickm@ksp.gov.in,psi lakkavalli psi lakkavalli ps l&o chikkamagaluru 9480805162 lakkavallickm@ksp.gov.in
KSP3373,PSI LINGADAHALLI,PSI,LINGADAHALLI PS,L&O,Chikkamagaluru,,,9480805163,lingadahallickm@ksp.gov.in,psi lingadahalli psi lingadahalli ps l&o chikkamagaluru 9480805163 lingadahallickm@ksp.gov.in
KSP3374,PI AJJAMPURA,PI,AJJAMPURA PS,L&O,Chikkamagaluru,,,9480805164,ajjampurackm@ksp.gov.in,pi ajjampura pi ajjampura ps l&o chikkamagaluru 9480805164 ajjampurackm@ksp.gov.in
KSP3375,PSI AJJAMPURA,PSI,AJJAMPURA PS,L&O,Chikkamagaluru,,,8277990271,,psi ajjampura psi ajjampura ps l&o chikkamagaluru 8277990271
KSP3376,CPI Birur Circle,CPI,Birur Circle,L&O,Chikkamagaluru,,,9480805137,cpibirurckm@ksp.gov.in,cpi birur circle cpi birur circle l&o chikkamagaluru 9480805137 cpibirurckm@ksp.gov.in
KSP3377,PSI-1 BIRUR,PSI-1,BIRUR PS,L&O,Chikkamagaluru,,,9480805165,birurckm@ksp.gov.in,psi-1 birur psi-1 birur ps l&o chikkamagaluru 9480805165 birurckm@ksp.gov.in
KSP3378,PSI YAGATI,PSI,YAGATI PS,L&O,Chikkamagaluru,,,9480805166,yagatickm@ksp.gov.in,psi yagati psi yagati ps l&o chikkamagaluru 9480805166 yagatickm@ksp.gov.in
KSP3379,CPI Kadur Circle,CPI,Kadur Circle,L&O,Chikkamagaluru,,,9480805138,cpikadurckm@ksp.gov.in,cpi kadur circle cpi kadur circle l&o chikkamagaluru 9480805138 cpikadurckm@ksp.gov.in
KSP3380,PSI-1 KADUR,PSI-1,KADUR PS,L&O,Chikkamagaluru,,,9480805167,kadurckm@ksp.gov.in,psi-1 kadur psi-1 kadur ps l&o chikkamagaluru 9480805167 kadurckm@ksp.gov.in
KSP3381,PSI SAKARAYAPATNA,PSI,SAKARAYAPATNA PS,L&O,Chikkamagaluru,,,9480805168,sakarayapatnackm@ksp.gov.in,psi sakarayapatna psi sakarayapatna ps l&o chikkamagaluru 9480805168 sakarayapatnackm@ksp.gov.in
KSP3382,PSI SINGATAGERE,PSI,SINGATAGERE PS,L&O,Chikkamagaluru,,,9480805169,singatagereckm@ksp.gov.in,psi singatagere psi singatagere ps l&o chikkamagaluru 9480805169 singatagereckm@ksp.gov.in
