"Section","Unit","Designation","Phone","Email"
"Ranges","Southern Range – Mysuru","PSI Koppa PS","248032 / 9480804870","koppamdy@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PSI Kesthur PS","279735 / 9480804868","kesturmdy@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PSI Maddur Traffic PS","232003 / 9480804880","maduurtrafficmdy@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PI Maddur PS","232170 / 9480804869","maddurmdy@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PSI Maddur PS","232170 / —",""
"Ranges","Southern Range – Mysuru","DSP S.R.Patna","252016 / 9480804821","sdporpatnamdy@ksp.gov.in"
"Ranges","Southern Range – Mysuru","CPI K.R.Sagar Circle","252305 / 9480804832","cpisrpatnamdy@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PSI K.R.Sagar PS","200600 / 257233 / 9480804856",""
"Ranges","Southern Range – Mysuru","PSI Arakere PS","259235 / 9480804857","arakeremdy@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PSI Kyathanahalli PS","—",""
"Ranges","Southern Range – Mysuru","PI S.R.Patna (T) PS","252027 / 9480804855","srpatnamdy@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PSI S.R.Patna (T) PS","252027 / —",""
"Ranges","Southern Range – Mysuru","Gangajam OP","252140 / —",""
"Ranges","Southern Range – Mysuru","PI S.R.Patna (R) PS","253027 / 9480804875","srpatnaruralmdy@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PSI S.R.Patna (R) PS","253027 / —",""
"Ranges","Southern Range – Mysuru","PI Pandavapura PS","255132 / 9480804858",""
"Ranges","Southern Range – Mysuru","PSI Pandavapura PS","255132 / 9480804874","ppuramdy@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PI Melukote PS","299800 / —",""
"Ranges","Southern Range – Mysuru","PSI Melukote PS","299800 / 9480804879","melukotemdy@ksp.gov.in"
"Ranges","Southern Range – Mysuru","Chinakurali OP","268313 / —",""
"Ranges","Southern Range – Mysuru","AAO","220011 / —",""
"Ranges","Southern Range – Mysuru","DSP KLA","230057 / —",""
"Ranges","Southern Range – Mysuru","DSP INT","224728 / —",""
"Ranges","Southern Range – Mysuru","RPI DAR","224057 / 9480804806",""
"Ranges","Southern Range – Mysuru","RPI DAR","224057 / 9480804872","darmdy@ksp.gov.in"
"Ranges","Southern Range – Mysuru","RPI MTO DAR","224057 / —",""
"Ranges","Southern Range – Mysuru","PI INT","224728 / —",""
"Ranges","Southern Range – Mysuru","PI KLA","224450 / —",""
"Ranges","Southern Range – Mysuru","PI ISD","— / 9480800694",""
"Ranges","Southern Range – Mysuru","PI DCRB","221226 / 9480804809","dcrbmdy@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PI DSB","224242 / 9480804807","dsbmdy@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PI FPB","— / 9480804810",""
"Ranges","Southern Range – Mysuru","Police Canteen","224097 / —",""
"Ranges","Southern Range – Mysuru","Jail","220233 / —",""
"Ranges","Southern Range – Mysuru","Home Guard","220125 / —",""
"Ranges","Southern Range – Mysuru","SP, Chamarajanagara","222243 / 222912 / 9480804601","spchn@ksp.gov.in"
"Ranges","Southern Range – Mysuru","Addl. SP, Chamarajanagara","225979 / 9480804602","addlspchn@ksp.gov.in"
"Ranges","Southern Range – Mysuru","Dist. Control Room","222398 / 222383 / 9480804600","dcchn@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PI(W)","— / 9480800937",""
"Ranges","Southern Range – Mysuru","DSP, Chamarajanagara","222090 / 9480804620","sdpochn@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PI Women PS","222048 / —","womenchn@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PI Cyber Crime PS","223488 / —","dcbchn@ksp.gov.in"
"Ranges","Southern Range – Mysuru","CPI Santhemaralli Circle","224630 / 9480804630","cpismhallichn@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PSI Santhemaralli PS","240250 / 9480804650","smhallichn@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PSI Kuder PS","234439 / 9480804647","kuderuchn@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PI Ch-Nagara Town PS","222047 / 9480804645","townchn@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PI Ch-Nagara Rural PS","222092 / 9480804646","ruralchn@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PI Ch-Nagara East PS","222058 / 9480804648",""
"Ranges","Southern Range – Mysuru","PSI Ch-Nagara East PS","222058 / —","eastchn@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PSI Ch-Nagara East Traffic PS","222020 / —","trafficchn@ksp.gov.in"
"Ranges","Southern Range – Mysuru","CPI Begur PS","222211 / 9480804632","cpibegurchn@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PSI Begur PS","231100 / 9480804608","begurchn@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PSI Terakanambi PS","232235 / 9480804652","terakanambichn@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PI Gundlupete PS","222228 / 9480804651","gundlupetechn@ksp.gov.in"
"Ranges","Southern Range – Mysuru","DSP, Kollegala","252840 / 9480804621","sdpokollegalchn@ksp.gov.in"
"Ranges","Southern Range – Mysuru","CPI Kollegala Circle","254051 / 9480804633","cpikollegalchn@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PSI-1 Kollegala Town PS","252368 / 9480804653","kollegaltownchn@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PSI-1 Kollegala Rural PS","252051 / 9480804655","kollegalruralchn@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PI Hanuru PS","268803 / 9480804656","hanurchn@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PI Ramapura PS","274324 / 9480804657","ramapurachn@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PI MM Hills","272141 / 9480804658","mmhillschn@ksp.gov.in"
"Ranges","Southern Range – Mysuru","CPI Yelanduru Circle","240002 / 9480804631","cpiyelandurchn@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PSI-1 Yelanduru PS","240028 / 9480804649","yelandurchn@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PSI Agar Mamballi PS","295176 / 9480804654","mamballichn@ksp.gov.in"
"Ranges","Southern Range – Mysuru","AAO","224005 / —",""
"Ranges","Southern Range – Mysuru","DSP DCRB","222170 / 9480804609","dcrbchn@ksp.gov.in"
"Ranges","Southern Range – Mysuru","DSP INT","222215 / 9449878607",""
"Ranges","Southern Range – Mysuru","CMDT. Home Guard","225856 / —",""
"Ranges","Southern Range – Mysuru","PI ISD","— / 9480800692",""
"Ranges","Southern Range – Mysuru","PI DCRB","222170 / —",""
"Ranges","Southern Range – Mysuru","PI DSB","222908 / 9480804607","dsbchn@ksp.gov.in"
"Ranges","Southern Range – Mysuru","RPI & MTO","224006 / 9480804606","pmtchn@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PI FPB","— / 9480804610",""
"Ranges","Southern Range – Mysuru","PI ACB-I","226666 / 9480806276",""
"Ranges","Southern Range – Mysuru","SP, Kodagu","08272-229000 / 9480804901","spmcr@ksp.gov.in"
"Ranges","Southern Range – Mysuru","Addl. SP, Kodagu","224721 / 228330 / 9480804910","addlspmcr@ksp.gov.in"
"Ranges","Southern Range – Mysuru","SP, Forest Cell, Madikeri","228662 / 9480800220","spcidforestmcr@ksp.gov.in"
"Ranges","Southern Range – Mysuru","Dist. Control Room","228330 / 229300 / 220720 / 9480804900","dcmcr@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PI(W)","220720 / 9480800939","piwirelesskodagu@gmail.com"
"Ranges","Southern Range – Mysuru","DSP, Madikeri","228725 / 9480804920","sdpomdkmcr@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PI Women PS","221818 / 8277958200","kodaguwomenpsmcr@ksp.gov.in"
"Ranges","Southern Range – Mysuru","DSP Cyber Crime PS","220652 / 9480804908","dcbmcr@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PI Cyber Crime PS","220652 / —",""
"Ranges","Southern Range – Mysuru","CPI Madikeri Town Circle","229149 / 9480804930","cpitownmcr@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PSI-1 Madikeri (T) PS","229333 / 9480804945","madikeritownmcr@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PSI-1 Madikeri Traffic PS","220081 / 9480804947","trafficmcr@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PSI Siddapura PS","258333 / 9480804950","siddapuramcr@ksp.gov.in"
"Ranges","Southern Range – Mysuru","CPI Madikeri Rural Circle","220100 / 9480804931","cpiruralmcr@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PSI Napoklu PS","237240 / 9480804948","napoklumcr@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PSI Bagmandala PS","243270 / 9480804949","bhagamandalamcr@ksp.gov.in"
"Ranges","Southern Range – Mysuru","Karike OP","—",""
"Ranges","Southern Range – Mysuru","PI Madikeri (R) PS","228777 / 9480804946","madikeriruralmcr@ksp.gov.in"
"Ranges","Southern Range – Mysuru","Chettihalli OP","—",""
"Ranges","Southern Range – Mysuru","DSP, Virajpet","257488 / 9480804922","sdpovpetmcr@ksp.gov.in"
"Ranges","Southern Range – Mysuru","CPI Virajpet Circle","256462 / 9480804933","cpivpetmcr@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PSI-1 Virajpet (T) PS","257333 / 9480804955","virajpettownmcr@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PSI Virajpet (R) PS","257462 / 9480804956","virajpetruralmcr@ksp.gov.in"
"Ranges","Southern Range – Mysuru","CPI Gonikoppa Circle","247209 / 9480804935","cpigcoppamcr@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PSI-1 Gonikoppa PS","247333 / 9480804957","gonicoppamcr@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PSI Ponnampet PS","249044 / 9480804959","ponnampetmcr@ksp.gov.in"
"Ranges","Southern Range – Mysuru","CPI Kutta Circle","244325 / 9480804934","cpikuttamcr@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PSI Kutta PS","244100 / 9480804958","kuttamcr@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PSI-1 Srimangala PS","246246 / 9480804960","srimangalamcr@ksp.gov.in"
"Ranges","Southern Range – Mysuru","Palibetta OP","251200 / —",""
"Ranges","Southern Range – Mysuru","DSP, Somawarpet","274400 / 9480804921","sdpospetmcr@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PI Kushalnagara (T) PS","274333 / 9480804951","kushalnagarmcr@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PSI Kushalnagar Traffic PS","278833 / 8277958199","kushalnagartrafficmcr@ksp.gov.in"
"Ranges","Southern Range – Mysuru","CPI Kushalnagara Circle","274747 / 9480804932","cpiknagarmcr@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PSI-1 Kushalnagara (R) PS","278433 / 9480804936","kushalanagararuralmcr@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PSI-2 Kushalnagara (R) PS","278433 / —",""
"Ranges","Southern Range – Mysuru","PSI Suntikoppa PS","262333 / 9480804953","sunticoppamcr@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PI Somawarpet PS","284840 / 9480804952","cpispetmcr@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PSI-1 Somawarpet PS","282040 / —","somawarpetmcr@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PI Shanivarasanthe PS","283333 / 9480804954","shanivarasanthemcr@ksp.gov.in"
"Ranges","Southern Range – Mysuru","AAO","228400 / —","aaomcr@ksp.gov.in"
"Ranges","Southern Range – Mysuru","RPI DAR","228420 / 9480804906","darmcr@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PI DCRB","— / 8277958201","dcrbmcr@ksp.gov.in"
"Ranges","Southern Range – Mysuru","CDR Cell","— / 9480804909","spmcrcdr@ksp.gov.in"
"Ranges","Southern Range – Mysuru","PI DSB","223056 / 9480804907","dsbmcr@ksp.gov.in"
"Ranges","Southern Range – Mysuru","INT","228425 / —","Mcr.int@ksp.gov.in"
"Ranges","Southern Range – Mysuru","Jail","228462 / —","dpmdk.prisons-kar@gov.in"
"Ranges","Southern Range – Mysuru","ISD","228000 / —","piisdhsn@ksp.gov.in"
"Ranges","Southern Range – Mysuru","Home Guard","228427 / —","commandant228427@gmail.com"
"Ranges","Southern Range – Mysuru","Forest Cell","228662 / 9480800220",""
"Ranges","Southern Range – Mysuru","DC","225500 / —",""
"Ranges","Southern Range – Mysuru","AC","225469 / —",""
"Ranges","Southern Range – Mysuru","Tahsildar","228396 / —",""
"Ranges","Southern Range – Mysuru","CEO ZP","228905 / —",""
"Ranges","Southern Range – Mysuru","RTO","225785 / —",""
"Ranges","Southern Range – Mysuru","Fire Force","229299 / —",""
"Ranges","Southern Range – Mysuru","KPTCL","228454 / —",""
"Ranges","Southern Range – Mysuru","Excise","229295 / —",""
"Ranges","Southern Range – Mysuru","DFO","229299 / —",""
"Ranges","Southern Range – Mysuru","KSRTC","— / 7760107788",""
"Ranges","Southern Range – Mysuru","Govt. Hospital","223444 / —",""
"Ranges","Southern Range – Mysuru","DHO","225443 / —",""
"Ranges","Southern Range – Mysuru","Court","225373 / —",""
"Ranges","Southern Range – Mysuru","PWD","225645 / —",""
"Ranges","Western Range – Mangaluru","IGP, Western Range","2220501, RES-2220502 / 9480800032","igpwr@ksp.gov.in"
"Ranges","Western Range – Mangaluru","DSP HQ, IGP Office","2220509 / 9480805318",""
"Ranges","Western Range – Mangaluru","DSP DE, IGP Office","— / 9480805319","dyspdewr@ksp.gov.in"
"Ranges","Western Range – Mangaluru","DSP FPB, IGP Office","— / 9480800486","dspwrfpb@ksp.gov.in, fpumcq@ksp.gov.in"
"Ranges","Western Range – Mangaluru","SP, DCRE, Western Range","0824-2453644 / 9480806110","spwrdcre@ksp.gov.in"
"Ranges","Western Range – Mangaluru","SP, Dakshina Kannada","2220503 / 9480805301","spmaq@ksp.gov.in"
"Ranges","Western Range – Mangaluru","Addl. SP-1, Dakshina Kannada","2220505 / 9480805302","addlspmaq@ksp.gov.in"
"Ranges","Western Range – Mangaluru","Addl. SP-2, Dakshina Kannada","2220513 / 9480805310",""
"Ranges","Western Range – Mangaluru","Dist. Control Room","2220500 / 2220508 / 2440284 / 9480805300","dcmaq@ksp.gov.in"
"Ranges","Western Range – Mangaluru","PI(W) D.K Dist.","— / 9480800941",""
"Ranges","Western Range – Mangaluru","CSP Mangaluru","2451302 / 9480800574",""
"Ranges","Western Range – Mangaluru","Cyber Crime PS","2440986 / 9480805308","dcbmaq@ksp.gov.in"
"Ranges","Western Range – Mangaluru","DSP, Puttur","230500 / 9480805321","sdpoputturmaq@ksp.gov.in"
"Ranges","Western Range – Mangaluru","PI Women PS","233500 / 8277986370","womenmaq@ksp.gov.in"
"Ranges","Western Range – Mangaluru","PSI Women PS","— / 8277986373",""
"Ranges","Western Range – Mangaluru","PI Puttur Town PS","230555 / 9480805361","putturtownmaq@ksp.gov.in"
"Ranges","Western Range – Mangaluru","PSI Puttur Traffic PS","238500 / 8277986612","putturtrafficmaq@ksp.gov.in"
"Ranges","Western Range – Mangaluru","PI Puttur (R) PS","232102 / 9480805363","putturruralmaq@ksp.gov.in"
"Ranges","Western Range – Mangaluru","PSI Puttur (R) PS","232102 / 8277986539",""
"Ranges","Western Range – Mangaluru","CPI Uppinangadi Circle","— / 9480805333","cpiputturruralmaq@ksp.gov.in"
"Ranges","Western Range – Mangaluru","PSI Uppinangadi PS","— / 9480805362","uppinangadymaq@ksp.gov.in"
"Ranges","Western Range – Mangaluru","PSI Kadaba PS","260044 / 9480805364","kadabamaq@ksp.gov.in"
"Ranges","Western Range – Mangaluru","CPI Sullia Circle","233115 / 9480805334","cpisulliamaq@ksp.gov.in"
"Ranges","Western Range – Mangaluru","PSI-1 Sullia PS","230337 / 9480805365","sulliamaq@ksp.gov.in"
"Ranges","Western Range – Mangaluru","PSI Subramanya PS","281250 / 9480805366","subramanyamaq@ksp.gov.in"
"Ranges","Western Range – Mangaluru","PSI Bellare PS","271995 / 8277986452","bellaremaq@ksp.gov.in"
"Ranges","Western Range – Mangaluru","ASP, Bantwala","233999 / 9480805309","sdpobantawalamaq@ksp.gov.in"
"Ranges","Western Range – Mangaluru","PI Bantwala (R) PS","235000 / 9480805335","cpibantwalamaq@ksp.gov.in"
"Ranges","Western Range – Mangaluru","PSI Bantwala (R) PS","235000 / 9480805368","bantwalaruralmaq@ksp.gov.in"
"Ranges","Western Range – Mangaluru","PI Bantwala (T) PS","232111 / 9480805367","bantwalatownmaq@ksp.gov.in"
"Ranges","Western Range – Mangaluru","PSI Bantwal (T) PS","232111 / 8277986225",""
"Ranges","Western Range – Mangaluru","PSI Bantwala Traffic PS","281111 / 8277986631","bantwalatrafficmaq@ksp.gov.in"
"Ranges","Western Range – Mangaluru","PI Vittla PS","239233 / 9480805369","vittalmaq@ksp.gov.in"
"Ranges","Western Range – Mangaluru","CPI Belthangadi Circle","232353 / 9480805336","cpibelthangadymaq@ksp.gov.in"
"Ranges","Western Range – Mangaluru","PSI Punjalakatte PS","279375 / 8277986416","pkattemaq@ksp.gov.in"
"Ranges","Western Range – Mangaluru","PSI Venoor PS","286232 / 9480805372","venoormaq@ksp.gov.in"
"Ranges","Western Range – Mangaluru","PSI-1 Dharmastala PS","277253 / 8277986447","dharmasthalamaq@ksp.gov.in"
"Ranges","Western Range – Mangaluru","PI Belthangadi PS","232093 / 9480805370","belthangadymaq@ksp.gov.in"
"Ranges","Western Range – Mangaluru","PSI Belthangadi PS","232093 / 8277986367",""
"Ranges","Western Range – Mangaluru","PSI-1 Belthangadi Traffic PS","234100 / 8277986304","belthangadytrafficmaq@ksp.gov.in"
"Ranges","Western Range – Mangaluru","AAO","2225095 / —","aaomaq@ksp.gov.in"
"Ranges","Western Range – Mangaluru","PI DSB","2443868 / 9480805307","dsbmaq@ksp.gov.in"
"Ranges","Western Range – Mangaluru","RPI DAR","2220512 / 9480805306","darmaq@ksp.gov.in"
"Ranges","Western Range – Mangaluru","PI Railway","2220559 / 9480800470","mangalorerly@ksp.gov.in"
"Ranges","Western Range – Mangaluru","Dir. RFSL","2220564 / —","rfslmaq@ksp.gov.in"
"Ranges","Western Range – Mangaluru","PSI DCRB","— / 8277986419",""
"Ranges","Western Range – Mangaluru","SP, Uttara Kannada","08382-226233 / 9480805201","spkwr@ksp.gov.in"
"Ranges","Western Range – Mangaluru","Addl. SP-1, Uttara Kannada","08382-227536 / 9480805202","addlspkwr@ksp.gov.in"
"Ranges","Western Range – Mangaluru","Addl. SP-2, Uttara Kannada","— / 9480805209",""
"Ranges","Western Range – Mangaluru","Dist. Control Room","08382-226550 / 223093 / 9480805200","dckwr@ksp.gov.in"
"Ranges","Western Range – Mangaluru","PI(W)","— / 9480800944",""
"Ranges","Western Range – Mangaluru","DSP, Karwar","226416 / 9480805220","sdpokwr@ksp.gov.in"
"Ranges","Western Range – Mangaluru","PI Women PS","226666 / —","womenpskwr@ksp.gov.in"
"Ranges","Western Range – Mangaluru","PI Cyber Crime PS","222522 / 9480805267","cencrimepskwr@ksp.gov.in"
"Ranges","Western Range – Mangaluru","PI Karwar Town PS","226333 / 9480805230","cpikwr@ksp.gov.in"
"Ranges","Western Range – Mangaluru","PSI Karwar Town PS","— / 9480805245","townkwr@ksp.gov.in"
"Ranges","Western Range – Mangaluru","PSI Karwar Traffic PS","228333 / 9480805247","traffickwr@ksp.gov.in"
"Ranges","Western Range – Mangaluru","PI Karwar (R) PS","222443 / 9480805262","ruralkwr@ksp.gov.in"
"Ranges","Western Range – Mangaluru","PSI Karwar (R) PS","222443 / 8277987541",""
"Ranges","Western Range – Mangaluru","CPI Kadra Circle","256200 / 9480805231","cpikadrakwr@ksp.gov.in"
"Ranges","Western Range – Mangaluru","PSI Kadra PS","256592 / 9480805276","kadrakwr@ksp.gov.in"
"Ranges","Western Range – Mangaluru","PSI Mallapur PS","254812 / 9480805249","mallapurkwr@ksp.gov.in"
"Ranges","Western Range – Mangaluru","PSI Chittakula PS","265733 / 9480805248","chittakulakwr@ksp.gov.in"
"Ranges","Western Range – Mangaluru","PI Ankola PS","230433 / 9480805250","ankolakwr@ksp.gov.in"
"Ranges","Western Range – Mangaluru","PSI-1 Ankola PS","230333 / 9480805268","ankolakwr@ksp.gov.in"
"Ranges","Western Range – Mangaluru","DSP, Bhatkal","08385-226413 / 9480805221","sdpobhatkalkwr@ksp.gov.in"
