AGID,Name,Rank,Email,Mobile,Landline,District,Office,Unit
AGID1047,PSI-1 Chikkaballapura (R) PS,PSI-1,cballapuraruralcbpura@ksp.gov.in,9480802530,8156272143,Chikkaballapura,CHIKKABALLAPURA (R) PS,L&O
AGID1048,PSI-1 Chikkaballapura (T) PS,PSI-1,cballapuratowncbpura@ksp.gov.in,9480802528,8156272423,Chikkaballapura,CHIKKABALLAPURA (T) PS,L&O
AGID1049,PSI-1 Chikkodi PS,PSI-1,chikkodibgm@ksp.gov.in,9480804056,08338-272133,Belagavi,CHIKKODI PS,L&O
AGID1050,PSI-1 Chitradurga (R) PS,PSI-1,ruralcta@ksp.gov.in,9480803148,08194-230156,Chitradurga,CHITRADURGA (R) PS,L&O
AGID1051,PSI-1 Chitradurga (T) PS,PSI-1,,9480803180,08194-222333,Chitradurga,CHITRADURGA (T) PS,L&O
AGID1052,PSI-1 Chitradurga Extension PS,PSI-1,extentioncta@ksp.gov.in,9480803171,08194-224639,Chitradurga,CHITRADURGA EXTENSION PS,L&O
AGID1053,PSI-1 Chitradurga Kote PS,PSI-1,,9480803167,08194-222933,Chitradurga,CHITRADURGA KOTE PS,L&O
AGID0573,PSI-1 Chitradurga Traffic PS,PSI-1,trafficcta@ksp.gov.in,9480803166,08194-224637,Chitradurga,CHITRADURGA TRAFFIC PS,Traffic
AGID1054,PSI-1 Cowl Bazar PS,PSI-1,,9480803084,08392-240731,Ballari,COWL BAZAR PS,L&O
AGID1055,PSI-1 Dandinashivara PS,PSI-1,dshivaratkr@ksp.gov.in,9480802966,08139-278355,Tumkur,DANDINASHIVARA PS,L&O
AGID1056,PSI-1 Gokak Town PS,PSI-1,gokaktownbgm@ksp.gov.in,9480804065,08332-225033,Belagavi,GOKAK TOWN PS,L&O
AGID1057,PSI-1 Gubbi PS,PSI-1,gubbitkr@ksp.gov.in,9480802959,08131-222229,Tumkur,GUBBI PS,L&O
AGID1058,PSI-1 Guttal PS,PSI-1,guttalhvr@ksp.gov.in,9480804547,08375-224233,Haveri,GUTTAL PS,L&O
AGID1059,PSI-1 Hampi Tourist PS,PSI-1,hampitouristvjn@ksp.gov.in,,08394-241530,Vijayanagara,HAMTOURIST PS,L&O
AGID0574,PSI-1 Hampi Traffic PS,PSI-1,hampitrafficvjn@ksp.gov.in,,08394-241630,Vijayanagara,HAMTRAFFIC PS,Traffic
AGID1060,PSI-1 Hamsabhavi PS,PSI-1,hansabhavihvr@ksp.gov.in,9480804557,08376-289033,Haveri,HAMSABHAVI PS,L&O
AGID1061,PSI-1 Hanagal PS,PSI-1,hanagalhvr@ksp.gov.in,9480804561,08379-262333,Haveri,HANAGAL PS,L&O
AGID1062,PSI-1 Handanakere PS,PSI-1,handanakeretkr@ksp.gov.in,9480802973,08133-257660,Tumkur,HANDANAKERE PS,L&O
AGID0575,PSI-1 Hassan Traffic PS,PSI-1,,9480804773,8172272846,Hassan,Hassan Traffic PS,Traffic
AGID1063,PSI-1 Haveri Rural PS,PSI-1,haveriruralhvr@ksp.gov.in,9480804546,08375-233333,Haveri,HAVERI RURAL PS,L&O
AGID1064,PSI-1 Haveri Town PS,PSI-1,,8277984039,08375-232333,Haveri,HAVERI TOWN PS,L&O
AGID0576,PSI-1 Haveri Traffic PS,PSI-1,haveritraffic@ksp.gov.in,8277984025,08375-234233,Haveri,HAVERI TRAFFIC PS,Traffic
AGID1065,PSI-1 Hebbur PS,PSI-1,hebburtkr@ksp.gov.in,9480802953,2241036,Tumkur,HEBBUR PS,L&O
AGID1066,PSI-1 Hirebagewadi PS,PSI-1,,9480804059,2405240,Belagavi City,HIREBAGEWADI PS,L&O
AGID1067,PSI-1 Hirekerur PS,PSI-1,hirekerurhvr@ksp.gov.in,9480804555,08376-282333,Haveri,HIREKERUR PS,L&O
AGID1068,PSI-1 Honnavalli PS,PSI-1,honnavallitkr@ksp.gov.in,9480802968,08134-264710,Tumkur,HONNAVALLI PS,L&O
AGID1069,PSI-1 Hulagur PS,PSI-1,hulagurhvr@ksp.gov.in,8277984577,,Haveri,HULAGUR PS,L&O
AGID1070,PSI-1 Huliyar PS,PSI-1,huliyartkr@ksp.gov.in,9480802972,08133-256150,Tumkur,HULIYAR PS,L&O
AGID1071,PSI-1 Huliyurdurga PS,PSI-1,huliyurdurgatkr@ksp.gov.in,9480802964,08132-223338,Tumkur,HULIYURDURGA PS,L&O
AGID1072,PSI-1 Jayanagara PS,PSI-1,,8277982644,08182-261416,Shivamogga,JAYANAGARA PS,L&O
AGID1073,PSI-1 Jayanagara PS,PSI-1,jayanagarpstkr@ksp.gov.in,9480802986,2293389,Tumkur,JAYANAGARA PS,L&O
AGID1074,PSI-1 K.B. Cross PS,PSI-1,kbcrosstkr@ksp.gov.in,9480802989,08134-262055,Tumkur,K.B. CROSS PS,L&O
AGID1075,PSI-1 Kaginele PS,PSI-1,kaginelehvr@ksp.gov.in,9480804549,08375-289233,Haveri,KAGINELE PS,L&O
AGID1076,PSI-1 Kallambella PS,PSI-1,kallambellatkr@ksp.gov.in,9480802955,08135-274738,Tumkur,KALLAMBELLA PS,L&O
AGID1077,PSI-1 Kamalapur PS,PSI-1,kamalapurvjn@ksp.gov.in,,08394-241240,Vijayanagara,KAMALAPUR PS,L&O
AGID1078,PSI-1 Kaup PS,PSI-1,kaupudp@ksp.gov.in,9480805449,0820-2551033,Udupi,KAUP PS,L&O
AGID1079,PSI-1 Khadebazar PS,PSI-1,,9480804102,2405232,Belagavi City,KHADEBAZAR PS,L&O
AGID1080,PSI-1 Khanapur PS,PSI-1,,9480804086,08336-222333,Belagavi,KHANAPUR PS,L&O
AGID1081,PSI-1 Kodigenahalli PS,PSI-1,kodigenahallitkr@ksp.gov.in,9480802975,08137-279534,Tumkur,KODIGENAHALLI PS,L&O
AGID1082,PSI-1 Kolala PS,PSI-1,kolalapstkr@ksp.gov.in,9480802987,08138-236648,Tumkur,KOLALA PS,L&O
AGID1083,PSI-1 Kolar (R) PS,PSI-1,klrruralklr@ksp.gov.in,9480802638,243299,Kolar,KOLAR (R) PS,L&O
AGID1084,PSI-1 Kolar (T) PS,PSI-1,klrtownklr@ksp.gov.in,9480802635,222133,Kolar,KOLAR (T) PS,L&O
AGID1085,PSI-1 Konaje PS,PSI-1,,9480802351,2220536,Mangaluru City,KONAJE PS,L&O
AGID1086,PSI-1 Kora PS,PSI-1,koratkr@ksp.gov.in,9480802949,2242006,Tumkur,KORA PS,L&O
AGID1087,PSI-1 Koratagere PS,PSI-1,koratageretkr@ksp.gov.in,9480802986,08138-232136,Tumkur,KORATAGERE PS,L&O
AGID1088,PSI-1 Kote PS,PSI-1,,9480803370,08182-261415,Shivamogga,KOTE PS,L&O
AGID1089,PSI-1 Kunigal PS,PSI-1,,9364098511,08132-220229,Tumkur,KUNIGAL PS,L&O
AGID1090,PSI-1 Kyathasandra PS,PSI-1,,9480802952,2281124,Tumkur,KYATHASANDRA PS,L&O
AGID1091,PSI-1 Lingasuguru PS,PSI-1,lingasugurrrcr@ksp.gov.in,9480803854,08537-257227,Raichur,LINGASUGURU PS,L&O
AGID1092,PSI-1 Madhugiri PS,PSI-1,madhugiritkr@ksp.gov.in,9480802974,08137-282381,Tumkur,MADHUGIRI PS,L&O
AGID1093,PSI-1 Mangaluru East PS,PSI-1,mangaloreeastmgc@ksp.gov.in,9480802336,2220520,Mangaluru City,MANGALURU EAST PS,L&O
AGID1094,PSI-1 Mangaluru North PS,PSI-1,mangalorenorthmgc@ksp.gov.in,9480805345,2220516,Mangaluru City,MANGALURU NORTH PS,L&O
AGID1095,PSI-1 Mangaluru Rural PS,PSI-1,,9480805220,2220535,Mangaluru City,MANGALURU RURAL PS,L&O
AGID1096,PSI-1 Mangaluru South PS,PSI-1,,9480805346,2220518,Mangaluru City,MANGALURU SOUTH PS,L&O
AGID1097,PSI-1 Manipal PS,PSI-1,manipaludp@ksp.gov.in,9480805475,0820-2570328,Udupi,MANIPAL PS,L&O
AGID1098,PSI-1 Marihal PS,PSI-1,,9480804057,2405239,Belagavi City,MARIHAL PS,L&O
AGID1099,PSI-1 Midigeshi PS,PSI-1,midigeshitkr@ksp.gov.in,9480802976,08137-278634,Tumkur,MIDIGESHI PS,L&O
AGID1100,PSI-1 Molkalmuru PS,PSI-1,molkalmuructa@ksp.gov.in,9480803161,08198-229233,Chitradurga,MOLKALMURU PS,L&O
AGID1101,PSI-1 Narasapura PS,PSI-1,narasapuraklr@ksp.gov.in,9480802646,240400,Kolar,NARASAPURA PS,L&O
AGID1102,PSI-1 New Extn PS,PSI-1,newextenttkr@ksp.gov.in,9480802951,2278224,Tumkur,NEW EXTN PS,L&O
AGID1103,PSI-1 Nonavinakere PS,PSI-1,nvkeretke@ksp.gov.in,9480802969,08134-258024,Tumkur,NONAVINAKERE PS,L&O
AGID1104,PSI-1 Patta Nayakana Hally PS,PSI-1,pnhallitkr@ksp.gov.in,9480802956,08135-271058,Tumkur,PATTA NAYAKANA HALLY PS,L&O
AGID1105,PSI-1 Pavagada (T) PS,PSI-1,,9480802977,08136-245666,Tumkur,PAVAGADA (T) PS,L&O
AGID1106,PSI-1 Rahamath Nagar PS,PSI-1,rahamathnagarpsklr@ksp.gov.in,9480802642,228222,Kolar,RAHAMATH NAGAR PS,L&O
AGID1107,PSI-1 Ramadurga PS,PSI-1,ramadurgabgm@ksp.gov.in,9480804080,08335-242333,Belagavi,RAMADURGA PS,L&O
AGID1108,PSI-1 Ranebennur (T) PS,PSI-1,rbtownhvr@ksp.gov.in,9480804550,08373-266333,Haveri,RANEBENNUR (T) PS,L&O
AGID0577,PSI-1 Ranebennur Traffic PS,PSI-1,rbtraffichvr@ksp.gov.in,9480804551,08373-268333,Haveri,RANEBENNUR TRAFFIC PS,Traffic
AGID1109,PSI-1 Rattihalli PS,PSI-1,rattihallihvr@ksp.gov.in,9480804556,08376-286233,Haveri,RATTIHALLI PS,L&O
AGID1110,PSI-1 Sakaleshapura (R) PS,PSI-1,sakaleshapuraralhsn@ksp.gov.in,9480804761,8173245183,Hassan,SAKALESHAPURA (R) PS,L&O
AGID1111,PSI-1 Savadatti PS,PSI-1,,9480804078,08330-222333,Belagavi,SAVADATTI PS,L&O
AGID1112,PSI-1 Savanur PS,PSI-1,,8277984629,08378-241633,Haveri,SAVANUR PS,L&O
AGID1113,PSI-1 Shahabad PS,PSI-1,,9480803623,08474-204444,Kalaburagi,SHAHABAD PS,L&O
AGID1114,PSI-1 Shiggoan PS,PSI-1,,8277984488,08378-255233,Haveri,SHIGGOAN PS,L&O
AGID1115,PSI-1 Shikaripura Town PS,PSI-1,shikaripurashi@ksp.gov.in,9480803371,08187-222772,Shivamogga,SHIKARIPURA TOWN PS,L&O
AGID1116,PSI-1 Shivamogga Rural PS,PSI-1,shimogaruralshi@ksp.gov.in,9480803332,08182-261418,Shivamogga,SHIVAMOGGA RURAL PS,L&O
AGID1117,PSI-1 Sira PS,PSI-1,,9364098521,08135-275237,Tumkur,SIRA PS,L&O
AGID1118,PSI-1 Siruguppa PS,PSI-1,siruguppablr@ksp.gov.in,9480803053,08396-220333,Ballari,SIRUGUPPA PS,L&O
AGID1119,PSI-1 Soraba PS,PSI-1,sorabashi@ksp.gov.in,9480803368,08184-272210,Shivamogga,SORABA PS,L&O
AGID1120,PSI-1 Surathkal PS,PSI-1,,9480802345,2220540,Mangaluru City,SURATHKAL PS,L&O
AGID1121,PSI-1 Tadasa PS,PSI-1,tadashvr@ksp.gov.in,9480804559,08378-257433,Haveri,TADASA PS,L&O
AGID1122,PSI-1 Tavarekere PS,PSI-1,tavarekeretkr@ksp.gov.in,9480802957,08135-272541,Tumkur,TAVAREKERE PS,L&O
AGID1123,PSI-1 Thilak Park PS,PSI-1,thilakparktkr@ksp.gov.in,9480802981,2278202,Tumkur,THILAK PARK PS,L&O
AGID1124,PSI-1 Thirumani PS,PSI-1,thirumanitkr@ksp.gov.in,9480802980,08136-240047,Tumkur,THIRUMANI PS,L&O
AGID1125,PSI-1 Tilakwadi PS,PSI-1,,9480804105,2405236,Belagavi City,TILAKWADI PS,L&O
AGID1126,PSI-1 Tiptur Rural PS,PSI-1,,9364098470,08134-251007,Tumkur,TIPTUR RURAL PS,L&O
AGID1127,PSI-1 Tiptur Town PS,PSI-1,,9364098501,08134-251041,Tumkur,TIPTUR TOWN PS,L&O
AGID1128,PSI-1 Tumkur Rural PS,PSI-1,tumkurruraltkr@ksp.gov.in,9480802948,2278381,Tumkur,TUMKUR RURAL PS,L&O
AGID1129,PSI-1 Tumkur Town PS,PSI-1,,9480802945,2278388,Tumkur,TUMKUR TOWN PS,L&O
AGID0578,PSI-1 Tumkur Traffic East PS,PSI-1,,9480802947,2278207,Tumkur,TUMKUR TRAFFIC EAST PS,Traffic
AGID1130,PSI-1 Turuvekere PS,PSI-1,turuvekeretkr@ksp.gov.in,9480802965,08139-287334,Tumkur,TURUVEKERE PS,L&O
AGID1131,PSI-1 Udupi (T) PS,PSI-1,udupitownudp@ksp.gov.in,9480805445,0820-2520444,Udupi,UDU(T) PS,L&O
AGID0579,PSI-1 Udupi Traffic PS,PSI-1,udupitrafficudp@ksp.gov.in,9480805446,0820-2521332,Udupi,UDUTRAFFIC PS,Traffic
AGID1132,PSI-1 Udyambag PS,PSI-1,,9480804100,2405234,Belagavi City,UDYAMBAG PS,L&O
AGID1133,PSI-1 Ullal PS,PSI-1,,9480805353,2466269,Mangaluru City,ULLAL PS,L&O
AGID1134,PSI-1 Uppinangadi PS,PSI-1,uppinangadimaq@ksp.gov.in,9480805362,08251-251055,Dakshina Kannada,UPPINANGADI PS,L&O
AGID1135,PSI-1 Urva PS,PSI-1,,9480805349,2220521,Mangaluru City,URVA PS,L&O
AGID1136,PSI-1 Vemagal PS,PSI-1,vemagalklr@ksp.gov.in,9480802644,247233,Kolar,VEMAGAL PS,L&O
AGID1137,PSI-1 Women PS,PSI-1,,8277984029,,Haveri,WOMEN PS,L&O
AGID1138,PSI-1 Y.N. Hosakote PS,PSI-1,ynhosakotetkr@ksp.gov.in,9480802979,08136-247635,Tumkur,Y.N. HOSAKOTE PS,L&O
AGID1139,PSI-2 Adur PS,PSI-2,,8277984703,08379-265233,Haveri,ADUR PS,L&O
AGID1140,PSI-2 Agumbe PS,PSI-2,,9480803353,,Shivamogga,AGUMBE PS,L&O
AGID1141,PSI-2 Ajekar PS,PSI-2,ajekarudp@ksp.gov.in,9480805471,08253-271100,Udupi,AJEKAR PS,L&O
AGID1142,PSI-2 Amruthur PS,PSI-2,,9364098510,08132-225229,Tumkur,AMRUTHUR PS,L&O
AGID1143,PSI-2 Andersonpet PS,PSI-2,,9480802641,222022,Kolar,ANDERSONPET PS,L&O
AGID1144,PSI-2 Arasikere PS,PSI-2,,9364098536,08136-248433,Tumkur,ARASIKERE PS,L&O
AGID1145,PSI-2 B.D. Halli,PSI-2,,9364098530,08137-284901,Tumkur,PSI-2 B.D. Halli,L&O
AGID1149,PSI-2 BCPS Nippani PS,PSI-2,,9480804119,08338-220513,Belagavi,BCPS NIPPANI PS,L&O
AGID1146,PSI-2 Bailhongala PS,PSI-2,,9480804125,08288-233133,Belagavi,BAILHONGALA PS,L&O
AGID1147,PSI-2 Bankapur PS,PSI-2,,8277984535,08378-254233,Haveri,BANKAPUR PS,L&O
AGID1148,PSI-2 Barke PS,PSI-2,,,2220522,Mangaluru City,BARKE PS,L&O
AGID1150,PSI-2 Bellavi PS,PSI-2,,9364098493,2240046,Tumkur,BELLAVI PS,L&O
AGID1151,PSI-2 Byadagi PS,PSI-2,,8277984194,08375-228333,Haveri,BYADAGI PS,L&O
AGID1152,PSI-2 C.N. Halli PS,PSI-2,,9364098506,08133-267234,Tumkur,C.N. HALLI PS,L&O
AGID1153,PSI-2 C.S Pura PS,PSI-2,,9364098526,08131-246522,Tumkur,C.S PURA PS,L&O
AGID0140,PSI-2 CEN PS,PSI-2,,8277984088,,Haveri,CEN PS,CEN
AGID1154,PSI-2 Camp PS,PSI-2,,9480804055,2405238,Belagavi City,CAMP PS,L&O
AGID1155,PSI-2 Challakere PS,PSI-2,,9480803113,08195-250239,Chitradurga,CHALLAKERE PS,L&O
AGID1156,PSI-2 Chelur PS,PSI-2,,9364098525,,Tumkur,CHELUR PS,L&O
AGID1157,PSI-2 Chikkaballapura (R) PS,PSI-2,,9480802531,8156272143,Chikkaballapura,CHIKKABALLAPURA (R) PS,L&O
AGID1158,PSI-2 Chikkaballapura (T) PS,PSI-2,,9480802529,8156272423,Chikkaballapura,CHIKKABALLAPURA (T) PS,L&O
AGID1159,PSI-2 Chikkodi PS,PSI-2,,9480804118,08338-272133,Belagavi,CHIKKODI PS,L&O
AGID1160,PSI-2 Chitradurga (R) PS,PSI-2,,9480803169,08194-230156,Chitradurga,CHITRADURGA (R) PS,L&O
AGID1161,PSI-2 Chitradurga (T) PS,PSI-2,,9480803164,08194-222333,Chitradurga,CHITRADURGA (T) PS,L&O
AGID1162,PSI-2 Chitradurga Extension PS,PSI-2,,,08194-224639,Chitradurga,CHITRADURGA EXTENSION PS,L&O
AGID1163,PSI-2 Cowl Bazar PS,PSI-2,,9480803085,08392-240731,Ballari,COWL BAZAR PS,L&O
AGID1164,PSI-2 Dandinashivara PS,PSI-2,,9364098516,,Tumkur,DANDINASHIVARA PS,L&O
AGID1165,PSI-2 Gubbi PS,PSI-2,,9364098519,08131-222229,Tumkur,GUBBI PS,L&O
AGID1166,PSI-2 Guttal PS,PSI-2,,8277984146,08375-224233,Haveri,GUTTAL PS,L&O
AGID1167,PSI-2 Hampi Tourist PS,PSI-2,hampitouristvjn@ksp.gov.in,,08394-241530,Vijayanagara,HAMTOURIST PS,L&O
AGID0580,PSI-2 Hampi Traffic PS,PSI-2,hampitrafficvjn@ksp.gov.in,,08394-241630,Vijayanagara,HAMTRAFFIC PS,Traffic
AGID1168,PSI-2 Hamsabhavi PS,PSI-2,,8277984487,08376-289033,Haveri,HAMSABHAVI PS,L&O
AGID1169,PSI-2 Handanakere PS,PSI-2,,9364098507,08133-257660,Tumkur,HANDANAKERE PS,L&O
AGID1170,PSI-2 Hangal PS,PSI-2,,8277984645,08379-262333,Haveri,HANGAL PS,L&O
AGID0581,PSI-2 Hassan Traffic PS,PSI-2,,9480804774,8172272846,Hassan,Hassan Traffic PS,Traffic
AGID1171,PSI-2 Haveri Rural PS,PSI-2,,8277984116,08375-233333,Haveri,HAVERI RURAL PS,L&O
AGID0582,PSI-2 Haveri Traffic PS,PSI-2,,8277984096,08375-234233,Haveri,HAVERI TRAFFIC PS,Traffic
AGID1172,PSI-2 Hebbur PS,PSI-2,,9364098497,2241036,Tumkur,HEBBUR PS,L&O
AGID1173,PSI-2 Hirebagewadi PS,PSI-2,,9480804109,2405240,Belagavi City,HIREBAGEWADI PS,L&O
AGID1174,PSI-2 Hirekerur PS,PSI-2,,8277984407,08376-282333,Haveri,HIREKERUR PS,L&O
AGID1175,PSI-2 Honnavalli PS,PSI-2,,9364098503,08134-264710,Tumkur,HONNAVALLI PS,L&O
AGID1176,PSI-2 Hulagur PS,PSI-2,,6361512694,,Haveri,HULAGUR PS,L&O
AGID1177,PSI-2 Huliyar PS,PSI-2,,9364098509,08133-256150,Tumkur,HULIYAR PS,L&O
AGID1178,PSI-2 Huliyurdurga PS,PSI-2,,9364098517,08132-223338,Tumkur,HULIYURDURGA PS,L&O
AGID1180,PSI-2 Jayanagara PS,PSI-2,,9364098494,2293389,Tumkur,JAYANAGARA PS,L&O
AGID1179,PSI-2 Jayanagara PS,PSI-2,,9480803375,08182-261416,Shivamogga,JAYANAGARA PS,L&O
AGID1181,PSI-2 K.B. Cross PS,PSI-2,,9364098505,08134-262055,Tumkur,K.B. CROSS PS,L&O
AGID1182,PSI-2 Kaginele PS,PSI-2,,8277984224,08375-289233,Haveri,KAGINELE PS,L&O
AGID1183,PSI-2 Kallambella PS,PSI-2,,9364098518,08135-274738,Tumkur,KALLAMBELLA PS,L&O
AGID1184,PSI-2 Kamalapur PS,PSI-2,kamalapurvjn@ksp.gov.in,,08394-241240,Vijayanagara,KAMALAPUR PS,L&O
AGID1185,PSI-2 Kaup PS,PSI-2,kaupudp@ksp.gov.in,9480805466,0820-2551033,Udupi,KAUP PS,L&O
AGID1186,PSI-2 Khadebazar PS,PSI-2,,9480804050,2405232,Belagavi City,KHADEBAZAR PS,L&O
AGID1187,PSI-2 Khanapur PS,PSI-2,,9480804129,08336-222333,Belagavi,KHANAPUR PS,L&O
AGID1188,PSI-2 Kodigenahalli PS,PSI-2,,9364098534,08137-279534,Tumkur,KODIGENAHALLI PS,L&O
AGID1189,PSI-2 Kolala PS,PSI-2,,9364098539,08138-236648,Tumkur,KOLALA PS,L&O
AGID1190,PSI-2 Kolar (R) PS,PSI-2,,9480802639,243299,Kolar,KOLAR (R) PS,L&O
AGID1191,PSI-2 Kolar (T) PS,PSI-2,,9480802636,222133,Kolar,KOLAR (T) PS,L&O
AGID1192,PSI-2 Kora PS,PSI-2,,9364098489,2242006,Tumkur,KORA PS,L&O
AGID1193,PSI-2 Koratagere PS,PSI-2,,9364098538,08138-232136,Tumkur,KORATAGERE PS,L&O
AGID1194,PSI-2 Kote PS,PSI-2,,9480803374,08182-261415,Shivamogga,KOTE PS,L&O
AGID1195,PSI-2 Kunigal PS,PSI-2,,9364098512,08132-220229,Tumkur,KUNIGAL PS,L&O
AGID1196,PSI-2 Kyathasandra PS,PSI-2,,9364098498,2281124,Tumkur,KYATHASANDRA PS,L&O
AGID1197,PSI-2 Lingasuguru PS,PSI-2,,9480803873,08537-257227,Raichur,LINGASUGURU PS,L&O
AGID1198,PSI-2 Madhugiri PS,PSI-2,,9364098528,08137-282381,Tumkur,MADHUGIRI PS,L&O
AGID1199,PSI-2 Mangaluru East PS,PSI-2,,9480802337,2220520,Mangaluru City,MANGALURU EAST PS,L&O
AGID1200,PSI-2 Mangaluru North PS,PSI-2,,9480805338,2220516,Mangaluru City,MANGALURU NORTH PS,L&O
AGID1201,PSI-2 Mangaluru Rural PS,PSI-2,,9480802343,2220535,Mangaluru City,MANGALURU RURAL PS,L&O
AGID1202,PSI-2 Marihal PS,PSI-2,,9480804108,2405239,Belagavi City,MARIHAL PS,L&O
AGID1203,PSI-2 Midigeshi PS,PSI-2,,9364098535,08137-278634,Tumkur,MIDIGESHI PS,L&O
AGID1204,PSI-2 Molkalmuru PS,PSI-2,,9480803114,08198-229233,Chitradurga,MOLKALMURU PS,L&O
AGID1205,PSI-2 Narasapura PS,PSI-2,,9480802647,240400,Kolar,NARASAPURA PS,L&O
AGID1206,PSI-2 New Extn PS,PSI-2,,9364098487,2278224,Tumkur,NEW EXTN PS,L&O
AGID1207,PSI-2 Nonavinakere PS,PSI-2,,9364098508,08134-258024,Tumkur,NONAVINAKERE PS,L&O
AGID1208,PSI-2 Patta Nayakana Hally PS,PSI-2,,9364098527,08135-271058,Tumkur,PATTA NAYAKANA HALLY PS,L&O
AGID1209,PSI-2 Pavagada (T) PS,PSI-2,,9364098531,08136-245666,Tumkur,PAVAGADA (T) PS,L&O
AGID1210,PSI-2 Rahamath Nagar PS,PSI-2,,9480802643,228222,Kolar,RAHAMATH NAGAR PS,L&O
AGID1211,PSI-2 Ramadurga PS,PSI-2,,9480804081,08335-242333,Belagavi,RAMADURGA PS,L&O
AGID1212,PSI-2 Ranebennur (T) PS,PSI-2,,8277984293,08373-266333,Haveri,RANEBENNUR (T) PS,L&O
AGID0583,PSI-2 Ranebennur Traffic PS,PSI-2,,8277984275,08373-268333,Haveri,RANEBENNUR TRAFFIC PS,Traffic
AGID1213,PSI-2 Rattihalli PS,PSI-2,,8277984432,08376-286233,Haveri,RATTIHALLI PS,L&O
AGID1214,PSI-2 Sakaleshapura (R) PS,PSI-2,,8277959538,8173245183,Hassan,SAKALESHAPURA (R) PS,L&O
AGID1215,PSI-2 Savadatti PS,PSI-2,,9480804126,08330-222333,Belagavi,SAVADATTI PS,L&O
AGID1216,PSI-2 Savanur PS,PSI-2,,8277984601,08378-241633,Haveri,SAVANUR PS,L&O
AGID1217,PSI-2 Shahabad PS,PSI-2,,9480803624,08474-204444,Kalaburagi,SHAHABAD PS,L&O
AGID1218,PSI-2 Shiggoan PS,PSI-2,,8277984510,08378-255233,Haveri,SHIGGOAN PS,L&O
AGID1219,PSI-2 Shikaripura Town PS,PSI-2,,9480803386,,Shivamogga,SHIKARIPURA TOWN PS,L&O
AGID1220,PSI-2 Shivamogga Rural PS,PSI-2,,9480803350,08182-261418,Shivamogga,SHIVAMOGGA RURAL PS,L&O
AGID1221,PSI-2 Sira PS,PSI-2,,9364098522,08135-275237,Tumkur,SIRA PS,L&O
AGID1222,PSI-2 Siruguppa PS,PSI-2,,9480803013,08396-220333,Ballari,SIRUGUPPA PS,L&O
AGID1223,PSI-2 Soraba PS,PSI-2,,9480803387,08184-272210,Shivamogga,SORABA PS,L&O
AGID1224,PSI-2 Surathkal PS,PSI-2,,9480802344,2220540,Mangaluru City,SURATHKAL PS,L&O
AGID1225,PSI-2 Tadasa PS,PSI-2,,8277984565,08378-257433,Haveri,TADASA PS,L&O
AGID1226,PSI-2 Tavarekere PS,PSI-2,,9364098520,08135-272541,Tumkur,TAVAREKERE PS,L&O
AGID1227,PSI-2 Thilak Park PS,PSI-2,,9364098499,2278202,Tumkur,THILAK PARK PS,L&O
AGID1228,PSI-2 Thirumani PS,PSI-2,,9364098537,08136-240047,Tumkur,THIRUMANI PS,L&O
AGID1229,PSI-2 Tilakwadi PS,PSI-2,,9480804053,2405236,Belagavi City,TILAKWADI PS,L&O
AGID1230,PSI-2 Tiptur Rural PS,PSI-2,,9364098471,,Tumkur,TIPTUR RURAL PS,L&O
AGID1231,PSI-2 Tiptur Town PS,PSI-2,,9364098502,08134-251041,Tumkur,TIPTUR TOWN PS,L&O
AGID1232,PSI-2 Tumkur Rural PS,PSI-2,,9364098490,2278381,Tumkur,TUMKUR RURAL PS,L&O
AGID1233,PSI-2 Tumkur Town PS,PSI-2,,9364098496,2278388,Tumkur,TUMKUR TOWN PS,L&O
AGID0584,PSI-2 Tumkur Traffic West PS,PSI-2,,9480802946,2278207,Tumkur,TUMKUR TRAFFIC WEST PS,Traffic
AGID1234,PSI-2 Turuvekere PS,PSI-2,,9364098515,08139-287334,Tumkur,TURUVEKERE PS,L&O
AGID1235,PSI-2 Udupi (T) PS,PSI-2,udupitownudp@ksp.gov.in,9480805465,0820-2520444,Udupi,UDU(T) PS,L&O
AGID0585,PSI-2 Udupi Traffic PS,PSI-2,udupitrafficudp@ksp.gov.in,9480805474,0820-2521332,Udupi,UDUTRAFFIC PS,Traffic
AGID1236,PSI-2 Udyambag PS,PSI-2,,9480804101,2405234,Belagavi City,UDYAMBAG PS,L&O
AGID1237,PSI-2 Uppinangadi PS,PSI-2,uppinangadimaq@ksp.gov.in,8277986548,08251-251055,Dakshina Kannada,UPPINANGADI PS,L&O
AGID1238,PSI-2 Vemagal PS,PSI-2,,9480802645,247233,Kolar,VEMAGAL PS,L&O
AGID1239,PSI-2 Women PS,PSI-2,,8277984120,,Haveri,WOMEN PS,L&O
AGID1240,PSI-2 Y.N. Hosakote PS,PSI-2,,9364098540,08136-247635,Tumkur,Y.N. HOSAKOTE PS,L&O
AGID1241,PSI-3 Chitradurga (T) PS,PSI-3,,9480803170,08194-222333,Chitradurga,CHITRADURGA (T) PS,L&O
AGID1242,PSI-3 Kunigal PS,PSI-3,,9364098513,08132-220229,Tumkur,KUNIGAL PS,L&O
AGID1243,PSI-3 Sira PS,PSI-3,,9364098523,08135-275237,Tumkur,SIRA PS,L&O
AGID1244,PSI-4 Chitradurga (T) PS,PSI-4,,9480803165,08194-222333,Chitradurga,CHITRADURGA (T) PS,L&O
